Date,Year,Month,Day,Water_Year,Climate_class,DOY,Season,Outlet_water_temperature
5/28/02,2002,5,28,2002,Average,148,Spring,2.2
5/29/02,2002,5,29,2002,Average,149,Spring,2.5
5/30/02,2002,5,30,2002,Average,150,Spring,2.9
5/31/02,2002,5,31,2002,Average,151,Spring,3.1
6/1/02,2002,6,1,2002,Average,152,Summer,3.2
6/2/02,2002,6,2,2002,Average,153,Summer,3.5
6/3/02,2002,6,3,2002,Average,154,Summer,4.1
6/4/02,2002,6,4,2002,Average,155,Summer,4.7
6/5/02,2002,6,5,2002,Average,156,Summer,5.3
6/6/02,2002,6,6,2002,Average,157,Summer,5.8
6/7/02,2002,6,7,2002,Average,158,Summer,6.4
6/8/02,2002,6,8,2002,Average,159,Summer,6.7
6/9/02,2002,6,9,2002,Average,160,Summer,6.9
6/10/02,2002,6,10,2002,Average,161,Summer,7.5
6/11/02,2002,6,11,2002,Average,162,Summer,8.1
6/12/02,2002,6,12,2002,Average,163,Summer,8.4
6/13/02,2002,6,13,2002,Average,164,Summer,8.8
6/14/02,2002,6,14,2002,Average,165,Summer,9.1
6/15/02,2002,6,15,2002,Average,166,Summer,9.4
6/16/02,2002,6,16,2002,Average,167,Summer,9.8
6/17/02,2002,6,17,2002,Average,168,Summer,10
6/18/02,2002,6,18,2002,Average,169,Summer,10.2
6/19/02,2002,6,19,2002,Average,170,Summer,10.7
6/20/02,2002,6,20,2002,Average,171,Summer,10.9
6/21/02,2002,6,21,2002,Average,172,Summer,10.7
6/22/02,2002,6,22,2002,Average,173,Summer,11
6/23/02,2002,6,23,2002,Average,174,Summer,11.7
6/24/02,2002,6,24,2002,Average,175,Summer,12.1
6/25/02,2002,6,25,2002,Average,176,Summer,12.5
6/26/02,2002,6,26,2002,Average,177,Summer,12.9
6/27/02,2002,6,27,2002,Average,178,Summer,13.2
6/28/02,2002,6,28,2002,Average,179,Summer,13.5
6/29/02,2002,6,29,2002,Average,180,Summer,14
6/30/02,2002,6,30,2002,Average,181,Summer,14.6
7/1/02,2002,7,1,2002,Average,182,Summer,14.9
7/2/02,2002,7,2,2002,Average,183,Summer,14.8
7/3/02,2002,7,3,2002,Average,184,Summer,14.9
7/4/02,2002,7,4,2002,Average,185,Summer,15.3
7/5/02,2002,7,5,2002,Average,186,Summer,15.8
7/6/02,2002,7,6,2002,Average,187,Summer,16
7/7/02,2002,7,7,2002,Average,188,Summer,16.3
7/8/02,2002,7,8,2002,Average,189,Summer,16.9
7/9/02,2002,7,9,2002,Average,190,Summer,17.4
7/10/02,2002,7,10,2002,Average,191,Summer,17.6
7/11/02,2002,7,11,2002,Average,192,Summer,17.2
7/12/02,2002,7,12,2002,Average,193,Summer,17.3
7/13/02,2002,7,13,2002,Average,194,Summer,16.9
7/14/02,2002,7,14,2002,Average,195,Summer,17.3
7/15/02,2002,7,15,2002,Average,196,Summer,17.6
7/16/02,2002,7,16,2002,Average,197,Summer,17.6
7/17/02,2002,7,17,2002,Average,198,Summer,17.8
7/18/02,2002,7,18,2002,Average,199,Summer,17.6
7/19/02,2002,7,19,2002,Average,200,Summer,17.6
7/20/02,2002,7,20,2002,Average,201,Summer,17.9
7/21/02,2002,7,21,2002,Average,202,Summer,18.1
7/22/02,2002,7,22,2002,Average,203,Summer,17.6
7/23/02,2002,7,23,2002,Average,204,Summer,17.5
7/24/02,2002,7,24,2002,Average,205,Summer,18.1
7/25/02,2002,7,25,2002,Average,206,Summer,18.3
7/26/02,2002,7,26,2002,Average,207,Summer,18.4
7/27/02,2002,7,27,2002,Average,208,Summer,18.6
7/28/02,2002,7,28,2002,Average,209,Summer,18.7
7/29/02,2002,7,29,2002,Average,210,Summer,18.9
7/30/02,2002,7,30,2002,Average,211,Summer,18.6
7/31/02,2002,7,31,2002,Average,212,Summer,18.5
8/1/02,2002,8,1,2002,Average,213,Summer,18.7
8/2/02,2002,8,2,2002,Average,214,Summer,18.6
8/3/02,2002,8,3,2002,Average,215,Summer,18.5
8/4/02,2002,8,4,2002,Average,216,Summer,18.3
8/5/02,2002,8,5,2002,Average,217,Summer,18.2
8/6/02,2002,8,6,2002,Average,218,Summer,18.2
8/7/02,2002,8,7,2002,Average,219,Summer,18.1
8/8/02,2002,8,8,2002,Average,220,Summer,18.2
8/9/02,2002,8,9,2002,Average,221,Summer,18.3
8/10/02,2002,8,10,2002,Average,222,Summer,18.4
8/11/02,2002,8,11,2002,Average,223,Summer,18.6
8/12/02,2002,8,12,2002,Average,224,Summer,18.6
8/13/02,2002,8,13,2002,Average,225,Summer,18.7
8/14/02,2002,8,14,2002,Average,226,Summer,18.9
8/15/02,2002,8,15,2002,Average,227,Summer,19
8/16/02,2002,8,16,2002,Average,228,Summer,19
8/17/02,2002,8,17,2002,Average,229,Summer,18.6
8/18/02,2002,8,18,2002,Average,230,Summer,18.6
8/19/02,2002,8,19,2002,Average,231,Summer,18.4
8/20/02,2002,8,20,2002,Average,232,Summer,17.9
8/21/02,2002,8,21,2002,Average,233,Summer,17.5
8/22/02,2002,8,22,2002,Average,234,Summer,17.4
8/23/02,2002,8,23,2002,Average,235,Summer,17.3
8/24/02,2002,8,24,2002,Average,236,Summer,17.5
8/25/02,2002,8,25,2002,Average,237,Summer,17.5
8/26/02,2002,8,26,2002,Average,238,Summer,17.4
8/27/02,2002,8,27,2002,Average,239,Summer,17.5
8/28/02,2002,8,28,2002,Average,240,Summer,17.3
8/29/02,2002,8,29,2002,Average,241,Summer,17.3
8/30/02,2002,8,30,2002,Average,242,Summer,17.2
8/31/02,2002,8,31,2002,Average,243,Summer,16.5
9/1/02,2002,9,1,2002,Average,244,Autumn,16.6
9/2/02,2002,9,2,2002,Average,245,Autumn,17
9/3/02,2002,9,3,2002,Average,246,Autumn,16.9
9/4/02,2002,9,4,2002,Average,247,Autumn,14.4
9/5/02,2002,9,5,2002,Average,248,Autumn,13.2
9/6/02,2002,9,6,2002,Average,249,Autumn,11.8
9/7/02,2002,9,7,2002,Average,250,Autumn,10.2
9/8/02,2002,9,8,2002,Average,251,Autumn,10.3
9/9/02,2002,9,9,2002,Average,252,Autumn,11.1
9/10/02,2002,9,10,2002,Average,253,Autumn,10.2
9/11/02,2002,9,11,2002,Average,254,Autumn,10.9
9/12/02,2002,9,12,2002,Average,255,Autumn,11.1
9/13/02,2002,9,13,2002,Average,256,Autumn,11.1
9/14/02,2002,9,14,2002,Average,257,Autumn,11.3
9/15/02,2002,9,15,2002,Average,258,Autumn,9.7
9/16/02,2002,9,16,2002,Average,259,Autumn,8.5
9/17/02,2002,9,17,2002,Average,260,Autumn,9.5
9/18/02,2002,9,18,2002,Average,261,Autumn,9.3
9/19/02,2002,9,19,2002,Average,262,Autumn,9
9/20/02,2002,9,20,2002,Average,263,Autumn,8.8
9/21/02,2002,9,21,2002,Average,264,Autumn,8.6
9/22/02,2002,9,22,2002,Average,265,Autumn,8.4
9/23/02,2002,9,23,2002,Average,266,Autumn,8.2
9/24/02,2002,9,24,2002,Average,267,Autumn,8
9/25/02,2002,9,25,2002,Average,268,Autumn,7.8
9/26/02,2002,9,26,2002,Average,269,Autumn,7.5
9/27/02,2002,9,27,2002,Average,270,Autumn,7.3
9/28/02,2002,9,28,2002,Average,271,Autumn,7.1
9/29/02,2002,9,29,2002,Average,272,Autumn,6.9
9/30/02,2002,9,30,2002,Average,273,Autumn,6.7
10/1/02,2002,10,1,2003,Average,274,Autumn,6.5
10/2/02,2002,10,2,2003,Average,275,Autumn,6.3
10/3/02,2002,10,3,2003,Average,276,Autumn,6
10/4/02,2002,10,4,2003,Average,277,Autumn,5.8
10/5/02,2002,10,5,2003,Average,278,Autumn,5.6
10/6/02,2002,10,6,2003,Average,279,Autumn,5.4
10/7/02,2002,10,7,2003,Average,280,Autumn,5.2
10/8/02,2002,10,8,2003,Average,281,Autumn,5
10/9/02,2002,10,9,2003,Average,282,Autumn,4.8
10/10/02,2002,10,10,2003,Average,283,Autumn,4.5
10/11/02,2002,10,11,2003,Average,284,Autumn,4.3
10/12/02,2002,10,12,2003,Average,285,Autumn,4.1
10/13/02,2002,10,13,2003,Average,286,Autumn,3.9
10/14/02,2002,10,14,2003,Average,287,Autumn,3.7
10/15/02,2002,10,15,2003,Average,288,Autumn,3.5
10/16/02,2002,10,16,2003,Average,289,Autumn,3.2
10/17/02,2002,10,17,2003,Average,290,Autumn,3
10/18/02,2002,10,18,2003,Average,291,Autumn,2.8
10/19/02,2002,10,19,2003,Average,292,Autumn,2.6
10/20/02,2002,10,20,2003,Average,293,Autumn,2.4
10/21/02,2002,10,21,2003,Average,294,Autumn,2.2
10/22/02,2002,10,22,2003,Average,295,Autumn,2.3
10/23/02,2002,10,23,2003,Average,296,Autumn,2
10/24/02,2002,10,24,2003,Average,297,Autumn,2
10/25/02,2002,10,25,2003,Average,298,Autumn,1.6
10/26/02,2002,10,26,2003,Average,299,Autumn,1.3
10/27/02,2002,10,27,2003,Average,300,Autumn,2.1
10/28/02,2002,10,28,2003,Average,301,Autumn,2.8
10/29/02,2002,10,29,2003,Average,302,Autumn,2.2
10/30/02,2002,10,30,2003,Average,303,Autumn,2.6
10/31/02,2002,10,31,2003,Average,304,Autumn,2.7
11/1/02,2002,11,1,2003,Average,305,Autumn,2.1
11/2/02,2002,11,2,2003,Average,306,Autumn,2.4
11/3/02,2002,11,3,2003,Average,307,Autumn,2.3
11/4/02,2002,11,4,2003,Average,308,Autumn,1.8
11/5/02,2002,11,5,2003,Average,309,Autumn,2.3
11/6/02,2002,11,6,2003,Average,310,Autumn,2.2
11/7/02,2002,11,7,2003,Average,311,Autumn,0.2
11/8/02,2002,11,8,2003,Average,312,Autumn,1.7
11/9/02,2002,11,9,2003,Average,313,Autumn,1.5
11/10/02,2002,11,10,2003,Average,314,Autumn,1.4
11/11/02,2002,11,11,2003,Average,315,Autumn,1.6
11/12/02,2002,11,12,2003,Average,316,Autumn,1.9
11/13/02,2002,11,13,2003,Average,317,Autumn,2.1
11/14/02,2002,11,14,2003,Average,318,Autumn,2.3
11/15/02,2002,11,15,2003,Average,319,Autumn,2.4
11/16/02,2002,11,16,2003,Average,320,Autumn,2.5
11/17/02,2002,11,17,2003,Average,321,Autumn,2.6
11/18/02,2002,11,18,2003,Average,322,Autumn,2.7
11/19/02,2002,11,19,2003,Average,323,Autumn,2.8
11/20/02,2002,11,20,2003,Average,324,Autumn,3
11/21/02,2002,11,21,2003,Average,325,Autumn,3.1
11/22/02,2002,11,22,2003,Average,326,Autumn,3.2
11/23/02,2002,11,23,2003,Average,327,Autumn,3.3
11/24/02,2002,11,24,2003,Average,328,Autumn,3.5
11/25/02,2002,11,25,2003,Average,329,Autumn,3.6
11/26/02,2002,11,26,2003,Average,330,Autumn,3.6
11/27/02,2002,11,27,2003,Average,331,Autumn,3.3
11/28/02,2002,11,28,2003,Average,332,Autumn,3.7
11/29/02,2002,11,29,2003,Average,333,Autumn,3.8
11/30/02,2002,11,30,2003,Average,334,Autumn,3.6
12/1/02,2002,12,1,2003,Average,335,Winter,3.4
12/2/02,2002,12,2,2003,Average,336,Winter,3.2
12/3/02,2002,12,3,2003,Average,337,Winter,2.6
12/4/02,2002,12,4,2003,Average,338,Winter,2.2
12/5/02,2002,12,5,2003,Average,339,Winter,2
12/6/02,2002,12,6,2003,Average,340,Winter,1.9
12/7/02,2002,12,7,2003,Average,341,Winter,1.7
12/8/02,2002,12,8,2003,Average,342,Winter,1.8
12/9/02,2002,12,9,2003,Average,343,Winter,1.7
12/10/02,2002,12,10,2003,Average,344,Winter,1.6
12/11/02,2002,12,11,2003,Average,345,Winter,1.6
12/12/02,2002,12,12,2003,Average,346,Winter,1.5
12/13/02,2002,12,13,2003,Average,347,Winter,1.5
12/14/02,2002,12,14,2003,Average,348,Winter,1.7
12/15/02,2002,12,15,2003,Average,349,Winter,2.6
12/16/02,2002,12,16,2003,Average,350,Winter,2.4
12/17/02,2002,12,17,2003,Average,351,Winter,2.6
12/18/02,2002,12,18,2003,Average,352,Winter,1.4
12/19/02,2002,12,19,2003,Average,353,Winter,0.7
12/20/02,2002,12,20,2003,Average,354,Winter,1.4
12/21/02,2002,12,21,2003,Average,355,Winter,0.8
12/22/02,2002,12,22,2003,Average,356,Winter,0.6
12/23/02,2002,12,23,2003,Average,357,Winter,0.6
12/24/02,2002,12,24,2003,Average,358,Winter,0.6
12/25/02,2002,12,25,2003,Average,359,Winter,0.5
12/26/02,2002,12,26,2003,Average,360,Winter,0.5
12/27/02,2002,12,27,2003,Average,361,Winter,0.5
12/28/02,2002,12,28,2003,Average,362,Winter,0.5
12/29/02,2002,12,29,2003,Average,363,Winter,0.7
12/30/02,2002,12,30,2003,Average,364,Winter,0.6
12/31/02,2002,12,31,2003,Average,365,Winter,0.7
1/1/03,2003,1,1,2003,Average,1,Winter,0.6
1/2/03,2003,1,2,2003,Average,2,Winter,0.6
1/3/03,2003,1,3,2003,Average,3,Winter,0.6
1/4/03,2003,1,4,2003,Average,4,Winter,0.6
1/5/03,2003,1,5,2003,Average,5,Winter,0.5
1/6/03,2003,1,6,2003,Average,6,Winter,0.5
1/7/03,2003,1,7,2003,Average,7,Winter,0.5
1/8/03,2003,1,8,2003,Average,8,Winter,0.5
1/9/03,2003,1,9,2003,Average,9,Winter,0.5
1/10/03,2003,1,10,2003,Average,10,Winter,0.5
1/11/03,2003,1,11,2003,Average,11,Winter,0.5
1/12/03,2003,1,12,2003,Average,12,Winter,0.6
1/13/03,2003,1,13,2003,Average,13,Winter,0.5
1/14/03,2003,1,14,2003,Average,14,Winter,0.4
1/15/03,2003,1,15,2003,Average,15,Winter,0.4
1/16/03,2003,1,16,2003,Average,16,Winter,0.4
1/17/03,2003,1,17,2003,Average,17,Winter,0.4
1/18/03,2003,1,18,2003,Average,18,Winter,0.4
1/19/03,2003,1,19,2003,Average,19,Winter,0.4
1/20/03,2003,1,20,2003,Average,20,Winter,0.5
1/21/03,2003,1,21,2003,Average,21,Winter,0.5
1/22/03,2003,1,22,2003,Average,22,Winter,0.5
1/23/03,2003,1,23,2003,Average,23,Winter,0.5
1/24/03,2003,1,24,2003,Average,24,Winter,0.5
1/25/03,2003,1,25,2003,Average,25,Winter,0.6
1/26/03,2003,1,26,2003,Average,26,Winter,0.6
1/27/03,2003,1,27,2003,Average,27,Winter,0.6
1/28/03,2003,1,28,2003,Average,28,Winter,0.6
1/29/03,2003,1,29,2003,Average,29,Winter,0.7
1/30/03,2003,1,30,2003,Average,30,Winter,0.7
1/31/03,2003,1,31,2003,Average,31,Winter,0.7
2/1/03,2003,2,1,2003,Average,32,Winter,0.7
2/2/03,2003,2,2,2003,Average,33,Winter,0.7
2/3/03,2003,2,3,2003,Average,34,Winter,0.7
2/4/03,2003,2,4,2003,Average,35,Winter,0.7
2/5/03,2003,2,5,2003,Average,36,Winter,0.7
2/6/03,2003,2,6,2003,Average,37,Winter,0.7
2/7/03,2003,2,7,2003,Average,38,Winter,0.6
2/8/03,2003,2,8,2003,Average,39,Winter,0.6
2/9/03,2003,2,9,2003,Average,40,Winter,0.6
2/10/03,2003,2,10,2003,Average,41,Winter,0.6
2/11/03,2003,2,11,2003,Average,42,Winter,0.6
2/12/03,2003,2,12,2003,Average,43,Winter,0.6
2/13/03,2003,2,13,2003,Average,44,Winter,0.7
2/14/03,2003,2,14,2003,Average,45,Winter,0.7
2/15/03,2003,2,15,2003,Average,46,Winter,0.6
2/16/03,2003,2,16,2003,Average,47,Winter,0.5
2/17/03,2003,2,17,2003,Average,48,Winter,0.5
2/18/03,2003,2,18,2003,Average,49,Winter,0.5
2/19/03,2003,2,19,2003,Average,50,Winter,0.4
2/20/03,2003,2,20,2003,Average,51,Winter,0.4
2/21/03,2003,2,21,2003,Average,52,Winter,0.5
2/22/03,2003,2,22,2003,Average,53,Winter,0.5
2/23/03,2003,2,23,2003,Average,54,Winter,0.5
2/24/03,2003,2,24,2003,Average,55,Winter,0.4
2/25/03,2003,2,25,2003,Average,56,Winter,0.5
2/26/03,2003,2,26,2003,Average,57,Winter,0.5
2/27/03,2003,2,27,2003,Average,58,Winter,0.6
2/28/03,2003,2,28,2003,Average,59,Winter,0.5
3/1/03,2003,3,1,2003,Average,60,Spring,0.4
3/2/03,2003,3,2,2003,Average,61,Spring,0.4
3/3/03,2003,3,3,2003,Average,62,Spring,0.4
3/4/03,2003,3,4,2003,Average,63,Spring,0.4
3/5/03,2003,3,5,2003,Average,64,Spring,0.4
3/6/03,2003,3,6,2003,Average,65,Spring,0.4
3/7/03,2003,3,7,2003,Average,66,Spring,0.5
3/8/03,2003,3,8,2003,Average,67,Spring,0.5
3/9/03,2003,3,9,2003,Average,68,Spring,0.5
3/10/03,2003,3,10,2003,Average,69,Spring,0.6
3/11/03,2003,3,11,2003,Average,70,Spring,0.7
3/12/03,2003,3,12,2003,Average,71,Spring,0.8
3/13/03,2003,3,13,2003,Average,72,Spring,0.9
3/14/03,2003,3,14,2003,Average,73,Spring,0.9
3/15/03,2003,3,15,2003,Average,74,Spring,1.1
3/16/03,2003,3,16,2003,Average,75,Spring,0.9
3/17/03,2003,3,17,2003,Average,76,Spring,0.6
3/18/03,2003,3,18,2003,Average,77,Spring,0.6
3/19/03,2003,3,19,2003,Average,78,Spring,0.6
3/20/03,2003,3,20,2003,Average,79,Spring,0.6
3/21/03,2003,3,21,2003,Average,80,Spring,0.6
3/22/03,2003,3,22,2003,Average,81,Spring,0.6
3/23/03,2003,3,23,2003,Average,82,Spring,0.6
3/24/03,2003,3,24,2003,Average,83,Spring,0.5
3/25/03,2003,3,25,2003,Average,84,Spring,0.5
3/26/03,2003,3,26,2003,Average,85,Spring,0.5
3/27/03,2003,3,27,2003,Average,86,Spring,0.5
3/28/03,2003,3,28,2003,Average,87,Spring,0.5
3/29/03,2003,3,29,2003,Average,88,Spring,0.5
3/30/03,2003,3,30,2003,Average,89,Spring,0.5
3/31/03,2003,3,31,2003,Average,90,Spring,0.5
4/1/03,2003,4,1,2003,Average,91,Spring,0.5
4/2/03,2003,4,2,2003,Average,92,Spring,0.5
4/3/03,2003,4,3,2003,Average,93,Spring,0.5
4/4/03,2003,4,4,2003,Average,94,Spring,0.4
4/5/03,2003,4,5,2003,Average,95,Spring,0.4
4/6/03,2003,4,6,2003,Average,96,Spring,0.5
4/7/03,2003,4,7,2003,Average,97,Spring,0.6
4/8/03,2003,4,8,2003,Average,98,Spring,0.6
4/9/03,2003,4,9,2003,Average,99,Spring,0.6
4/10/03,2003,4,10,2003,Average,100,Spring,0.6
4/11/03,2003,4,11,2003,Average,101,Spring,0.6
4/12/03,2003,4,12,2003,Average,102,Spring,0.6
4/13/03,2003,4,13,2003,Average,103,Spring,0.5
4/14/03,2003,4,14,2003,Average,104,Spring,0.4
4/15/03,2003,4,15,2003,Average,105,Spring,0.5
4/16/03,2003,4,16,2003,Average,106,Spring,0.5
4/17/03,2003,4,17,2003,Average,107,Spring,0.4
4/18/03,2003,4,18,2003,Average,108,Spring,0.5
4/19/03,2003,4,19,2003,Average,109,Spring,0.5
4/20/03,2003,4,20,2003,Average,110,Spring,0.5
4/21/03,2003,4,21,2003,Average,111,Spring,0.4
4/22/03,2003,4,22,2003,Average,112,Spring,0.4
4/23/03,2003,4,23,2003,Average,113,Spring,0.5
4/24/03,2003,4,24,2003,Average,114,Spring,0.5
4/25/03,2003,4,25,2003,Average,115,Spring,0.6
4/26/03,2003,4,26,2003,Average,116,Spring,0.6
4/27/03,2003,4,27,2003,Average,117,Spring,0.5
4/28/03,2003,4,28,2003,Average,118,Spring,0.4
4/29/03,2003,4,29,2003,Average,119,Spring,0.5
4/30/03,2003,4,30,2003,Average,120,Spring,0.6
5/1/03,2003,5,1,2003,Average,121,Spring,0.5
5/2/03,2003,5,2,2003,Average,122,Spring,0.4
5/3/03,2003,5,3,2003,Average,123,Spring,0.4
5/4/03,2003,5,4,2003,Average,124,Spring,0.5
5/5/03,2003,5,5,2003,Average,125,Spring,0.5
5/6/03,2003,5,6,2003,Average,126,Spring,0.5
5/7/03,2003,5,7,2003,Average,127,Spring,0.4
5/8/03,2003,5,8,2003,Average,128,Spring,0.3
5/9/03,2003,5,9,2003,Average,129,Spring,0.4
5/10/03,2003,5,10,2003,Average,130,Spring,0.5
5/11/03,2003,5,11,2003,Average,131,Spring,0.5
5/12/03,2003,5,12,2003,Average,132,Spring,0.5
5/13/03,2003,5,13,2003,Average,133,Spring,0.6
5/14/03,2003,5,14,2003,Average,134,Spring,0.6
5/15/03,2003,5,15,2003,Average,135,Spring,0.6
5/16/03,2003,5,16,2003,Average,136,Spring,0.6
5/17/03,2003,5,17,2003,Average,137,Spring,0.6
5/18/03,2003,5,18,2003,Average,138,Spring,0.7
5/19/03,2003,5,19,2003,Average,139,Spring,0.6
5/20/03,2003,5,20,2003,Average,140,Spring,0.6
5/21/03,2003,5,21,2003,Average,141,Spring,0.6
5/22/03,2003,5,22,2003,Average,142,Spring,0.6
5/23/03,2003,5,23,2003,Average,143,Spring,0.8
5/24/03,2003,5,24,2003,Average,144,Spring,0.9
5/25/03,2003,5,25,2003,Average,145,Spring,1
5/26/03,2003,5,26,2003,Average,146,Spring,1.1
5/27/03,2003,5,27,2003,Average,147,Spring,1.2
5/28/03,2003,5,28,2003,Average,148,Spring,1.4
5/29/03,2003,5,29,2003,Average,149,Spring,1.5
5/30/03,2003,5,30,2003,Average,150,Spring,1.6
5/31/03,2003,5,31,2003,Average,151,Spring,1.7
6/1/03,2003,6,1,2003,Average,152,Summer,1.9
6/2/03,2003,6,2,2003,Average,153,Summer,2.1
6/3/03,2003,6,3,2003,Average,154,Summer,2.4
6/4/03,2003,6,4,2003,Average,155,Summer,2.8
6/5/03,2003,6,5,2003,Average,156,Summer,3.2
6/6/03,2003,6,6,2003,Average,157,Summer,3.8
6/7/03,2003,6,7,2003,Average,158,Summer,4.5
6/8/03,2003,6,8,2003,Average,159,Summer,5
6/9/03,2003,6,9,2003,Average,160,Summer,5.7
6/10/03,2003,6,10,2003,Average,161,Summer,6.2
6/11/03,2003,6,11,2003,Average,162,Summer,6.6
6/12/03,2003,6,12,2003,Average,163,Summer,7
6/13/03,2003,6,13,2003,Average,164,Summer,7.5
6/14/03,2003,6,14,2003,Average,165,Summer,8
6/15/03,2003,6,15,2003,Average,166,Summer,8.4
6/16/03,2003,6,16,2003,Average,167,Summer,8.8
6/17/03,2003,6,17,2003,Average,168,Summer,9
6/18/03,2003,6,18,2003,Average,169,Summer,9
6/19/03,2003,6,19,2003,Average,170,Summer,9
6/20/03,2003,6,20,2003,Average,171,Summer,9.2
6/21/03,2003,6,21,2003,Average,172,Summer,9.4
6/22/03,2003,6,22,2003,Average,173,Summer,9.5
6/23/03,2003,6,23,2003,Average,174,Summer,9.4
6/24/03,2003,6,24,2003,Average,175,Summer,9.6
6/25/03,2003,6,25,2003,Average,176,Summer,10.2
6/26/03,2003,6,26,2003,Average,177,Summer,10.6
6/27/03,2003,6,27,2003,Average,178,Summer,11.1
6/28/03,2003,6,28,2003,Average,179,Summer,11.6
6/29/03,2003,6,29,2003,Average,180,Summer,12
6/30/03,2003,6,30,2003,Average,181,Summer,12.1
7/1/03,2003,7,1,2003,Average,182,Summer,12.4
7/2/03,2003,7,2,2003,Average,183,Summer,12.7
7/3/03,2003,7,3,2003,Average,184,Summer,13
7/4/03,2003,7,4,2003,Average,185,Summer,13.6
7/5/03,2003,7,5,2003,Average,186,Summer,14.1
7/6/03,2003,7,6,2003,Average,187,Summer,14.4
7/7/03,2003,7,7,2003,Average,188,Summer,14.7
7/8/03,2003,7,8,2003,Average,189,Summer,15.1
7/9/03,2003,7,9,2003,Average,190,Summer,15.4
7/10/03,2003,7,10,2003,Average,191,Summer,15.7
7/11/03,2003,7,11,2003,Average,192,Summer,16
7/12/03,2003,7,12,2003,Average,193,Summer,16.4
7/13/03,2003,7,13,2003,Average,194,Summer,16.7
7/14/03,2003,7,14,2003,Average,195,Summer,16.9
7/15/03,2003,7,15,2003,Average,196,Summer,17
7/16/03,2003,7,16,2003,Average,197,Summer,16.9
7/17/03,2003,7,17,2003,Average,198,Summer,17.3
7/18/03,2003,7,18,2003,Average,199,Summer,17.3
7/19/03,2003,7,19,2003,Average,200,Summer,16.6
7/20/03,2003,7,20,2003,Average,201,Summer,16.1
7/21/03,2003,7,21,2003,Average,202,Summer,16.9
7/22/03,2003,7,22,2003,Average,203,Summer,17.2
7/23/03,2003,7,23,2003,Average,204,Summer,16.5
7/24/03,2003,7,24,2003,Average,205,Summer,16.3
7/25/03,2003,7,25,2003,Average,206,Summer,16.6
7/26/03,2003,7,26,2003,Average,207,Summer,17.1
7/27/03,2003,7,27,2003,Average,208,Summer,17.4
7/28/03,2003,7,28,2003,Average,209,Summer,17.1
7/29/03,2003,7,29,2003,Average,210,Summer,17.2
7/30/03,2003,7,30,2003,Average,211,Summer,16.8
7/31/03,2003,7,31,2003,Average,212,Summer,16.3
8/1/03,2003,8,1,2003,Average,213,Summer,15.6
8/2/03,2003,8,2,2003,Average,214,Summer,15.1
8/3/03,2003,8,3,2003,Average,215,Summer,15.5
8/4/03,2003,8,4,2003,Average,216,Summer,15.9
8/5/03,2003,8,5,2003,Average,217,Summer,15.9
8/6/03,2003,8,6,2003,Average,218,Summer,15.9
8/7/03,2003,8,7,2003,Average,219,Summer,16
8/8/03,2003,8,8,2003,Average,220,Summer,16.1
8/9/03,2003,8,9,2003,Average,221,Summer,16.3
8/10/03,2003,8,10,2003,Average,222,Summer,17.2
8/11/03,2003,8,11,2003,Average,223,Summer,17.6
8/12/03,2003,8,12,2003,Average,224,Summer,17.6
8/13/03,2003,8,13,2003,Average,225,Summer,17.4
8/14/03,2003,8,14,2003,Average,226,Summer,17.7
8/15/03,2003,8,15,2003,Average,227,Summer,17.6
8/16/03,2003,8,16,2003,Average,228,Summer,18
8/17/03,2003,8,17,2003,Average,229,Summer,18.4
8/18/03,2003,8,18,2003,Average,230,Summer,18.5
8/19/03,2003,8,19,2003,Average,231,Summer,18.4
8/20/03,2003,8,20,2003,Average,232,Summer,18.3
8/21/03,2003,8,21,2003,Average,233,Summer,17.8
8/22/03,2003,8,22,2003,Average,234,Summer,17.6
8/23/03,2003,8,23,2003,Average,235,Summer,17.3
8/24/03,2003,8,24,2003,Average,236,Summer,17.5
8/25/03,2003,8,25,2003,Average,237,Summer,17.7
8/26/03,2003,8,26,2003,Average,238,Summer,17.4
8/27/03,2003,8,27,2003,Average,239,Summer,16.9
8/28/03,2003,8,28,2003,Average,240,Summer,17.2
8/29/03,2003,8,29,2003,Average,241,Summer,17.3
8/30/03,2003,8,30,2003,Average,242,Summer,17.4
8/31/03,2003,8,31,2003,Average,243,Summer,17.2
9/1/03,2003,9,1,2003,Average,244,Autumn,17.4
9/2/03,2003,9,2,2003,Average,245,Autumn,16.8
9/3/03,2003,9,3,2003,Average,246,Autumn,16.9
9/4/03,2003,9,4,2003,Average,247,Autumn,17.1
9/5/03,2003,9,5,2003,Average,248,Autumn,17.3
9/6/03,2003,9,6,2003,Average,249,Autumn,17.1
9/7/03,2003,9,7,2003,Average,250,Autumn,16.9
9/8/03,2003,9,8,2003,Average,251,Autumn,16.6
9/9/03,2003,9,9,2003,Average,252,Autumn,16.3
9/10/03,2003,9,10,2003,Average,253,Autumn,16.3
9/11/03,2003,9,11,2003,Average,254,Autumn,16.5
9/12/03,2003,9,12,2003,Average,255,Autumn,16.8
9/13/03,2003,9,13,2003,Average,256,Autumn,16.5
9/14/03,2003,9,14,2003,Average,257,Autumn,16.3
9/15/03,2003,9,15,2003,Average,258,Autumn,16.1
9/16/03,2003,9,16,2003,Average,259,Autumn,15.7
9/17/03,2003,9,17,2003,Average,260,Autumn,15.4
9/18/03,2003,9,18,2003,Average,261,Autumn,15.4
